a,b,c,result
47,72,89,221
90,69,67,320
66,55,19,278
78,47,89,208
15,63,29,190
33,94,9,339
10,79,37,220
50,81,7,336
74,71,70,291
6,90,98,184
42,57,3,252
14,88,43,249
65,18,63,121
72,82,48,342
2,54,96,70
34,4,49,31
82,51,31,286
34,99,81,284
64,90,93,305
8,26,27,67
99,55,92,271
31,94,82,262
71,71,93,262
66,64,30,294
24,90,92,226
27,52,84,126
29,81,5,296
31,18,1,115
51,85,62,295
31,18,6,110
1,21,71,-6
57,70,84,240
88,72,10,382
39,2,100,-16
32,19,98,23
92,22,68,182
7,10,69,-25
22,27,40,85
26,42,49,129
58,15,45,116
29,76,82,204
40,6,81,17
79,82,72,332
23,98,96,244
86,9,10,189
72,38,75,183
88,60,30,326
78,71,30,339
47,78,73,255
55,19,55,112
77,17,87,118
20,44,7,165
15,75,19,236
7,94,9,287
66,84,53,331
51,60,37,245
3,50,64,92
52,69,98,213
87,1,6,171
12,20,46,38
2,7,24,1
90,36,90,198
23,29,21,112
58,27,79,118
9,16,97,-31
15,96,47,271
32,96,55,297
13,12,38,24
13,15,78,-7
1,56,4,166
34,52,82,142
24,67,85,164
51,77,45,288
8,64,12,196
94,3,29,168
8,74,82,156
87,85,91,338
5,29,49,48
61,10,98,54
73,69,33,320
91,11,57,158
65,18,32,152
50,30,18,172
68,12,41,131
95,57,44,317
6,84,77,187
98,84,58,390
79,63,78,269
76,5,26,141
16,20,56,36
72,18,74,124
2,22,15,55
24,17,67,32
84,40,82,206
65,36,20,218
29,80,93,205
85,8,5,189
79,73,33,344
57,53,45,228
95,84,51,391
22,52,80,120
54,100,61,347
47,5,45,64
55,19,60,107
75,31,17,226
38,86,6,328
44,23,7,150
20,100,4,336
16,38,56,90
72,52,5,295
89,4,50,140
46,97,78,305
30,56,10,218
90,34,13,269
50,19,57,100
94,99,11,474
59,23,72,115
97,68,21,377
52,9,3,128
60,47,54,207
6,86,65,205
74,24,59,161
10,78,18,236
51,17,45,108
87,87,1,434
97,16,75,167
51,21,83,82
13,70,25,211
21,92,89,229
84,74,17,373
5,90,94,186
67,42,90,170
26,9,91,-12
99,60,29,349
41,23,18,133
31,2,24,44
64,59,47,258
64,77,25,334
12,87,80,205
36,12,16,92
85,5,72,113
54,3,19,98
99,24,7,263
32,1,84,-17
12,100,8,316
19,35,47,96
64,30,16,202
51,17,16,137
39,60,80,178
55,33,79,130
35,70,79,201
57,63,62,241
98,1,97,102
52,96,57,335
30,87,85,236
48,64,62,226
26,13,25,66
77,15,21,178
83,46,85,219
2,28,1,87
36,9,57,42
19,42,69,95
63,44,73,185
81,10,33,159
14,44,45,115
41,35,1,186
71,49,19,270
40,76,96,212
6,62,72,126
71,36,46,204
98,90,86,380
59,27,75,124
46,65,51,236
99,56,14,352
61,47,46,217
11,50,21,151
10,99,27,290
30,19,6,111
60,26,82,116
20,42,58,108
11,5,34,3
86,25,91,156
54,58,83,199
28,26,63,71
29,12,66,28
26,41,56,119
43,36,16,178
37,26,36,116
72,7,84,81
97,68,82,316
15,10,99,-39
3,26,67,17
91,59,65,294
86,72,90,298
25,69,37,220
11,4,93,-59
28,63,29,216
46,84,25,319
67,16,39,143
94,85,100,343
50,52,75,181
68,83,25,360
61,86,22,358
19,39,6,149
52,77,51,284
54,59,75,210
58,83,94,271
75,26,67,161
35,17,10,111
5,28,34,60
31,66,49,211
73,11,90,89
16,87,26,267
1,34,71,33
40,32,79,97
81,24,77,157
56,95,1,396
6,10,60,-18
70,54,21,281
35,33,48,121
66,24,63,141
40,86,24,314
88,32,52,220
61,10,67,85
77,72,63,307
19,10,16,52
18,78,54,216
49,90,58,310
50,17,30,121
47,73,9,304
71,77,92,281
17,75,50,209
52,7,97,28
89,96,87,379
42,32,38,142
29,32,92,62
45,20,94,56
19,81,46,235
20,41,18,145
80,1,18,145
6,94,83,211
41,39,39,160
89,92,10,444
74,78,72,310
95,29,89,188
78,30,92,154
76,42,14,264
72,62,94,236
18,51,45,144
100,62,30,356
4,15,12,41
86,86,9,421
93,7,40,167
47,12,3,127
63,33,57,168
37,13,91,22
12,51,29,148
44,57,24,235
83,22,95,137
94,78,13,409
90,44,37,275
31,91,92,243
75,96,53,385
28,75,35,246
60,83,59,310
42,5,6,93
31,23,62,69
85,70,89,291
34,3,49,28
15,34,1,131
74,29,62,173
90,72,19,377
13,72,68,174
44,28,70,102
21,76,91,179
22,68,32,216
26,24,5,119
20,15,19,66
85,10,62,138
60,64,40,272
68,53,73,222
89,59,70,285
49,55,36,227
53,89,1,372
31,70,68,204
70,72,53,303
5,96,82,216
51,64,54,240
38,44,48,160
20,38,44,110
47,70,60,244
98,4,28,180
36,51,11,214
40,43,72,137
33,91,77,262
27,88,81,237
23,84,96,202
76,48,94,202
43,7,32,75
59,10,51,97
81,5,62,115
21,2,10,38
36,2,10,68
35,74,5,287
7,54,2,174
100,84,89,363
46,36,70,130
82,91,78,359
49,8,1,121
37,3,68,15
76,69,58,301
38,16,16,108
32,88,43,285
23,5,93,-32
22,11,15,62
10,64,85,127
99,22,87,177
18,64,10,218
60,92,12,384
14,54,53,137
32,49,70,141
57,64,83,223
19,79,16,259
37,55,13,226
41,46,98,122
36,14,63,51
47,58,65,203
62,41,42,205
51,96,88,302
83,1,13,156
46,72,32,276
100,10,81,149
95,42,38,278
61,2,51,77
31,79,78,221
40,61,41,222
14,88,25,267
8,32,31,81
57,87,74,301
28,7,15,62
6,51,75,90
40,75,93,212
30,99,11,346
40,62,65,201
20,58,68,146
29,76,50,236
35,63,48,211
54,18,75,87
2,11,86,-49
70,39,32,225
44,74,56,254
73,99,18,425
89,59,97,258
1,58,13,163
94,66,3,383
42,29,67,104
28,57,44,183
98,48,50,290
66,34,76,158
92,14,86,140
24,26,75,51
68,75,74,287
6,42,65,73
34,26,8,138
2,23,27,46
38,68,23,257
77,39,20,251
2,30,81,13
54,35,54,159
48,49,99,144
63,31,76,143
77,10,82,102
48,11,92,37
83,49,31,282
7,89,46,235
39,62,64,200
12,53,87,96
60,36,80,148
70,32,90,146
98,48,22,318
94,76,9,407
54,96,70,326
72,69,58,293
57,36,24,198
37,5,3,86
22,64,28,208
6,59,32,157
75,18,56,148
70,63,95,234
94,29,15,260
98,94,83,395
96,32,61,227
70,82,97,289
37,59,9,242
36,42,78,120
18,46,49,125
6,59,86,103
8,89,48,235
59,59,1,294
4,3,79,-62
59,18,3,169
82,34,37,229
18,96,50,274
43,91,63,296
7,61,62,135
64,60,14,294
49,51,11,240
13,12,28,34
46,25,60,107
7,86,81,191
94,90,29,429
13,31,75,44
21,65,56,181
54,51,82,179
52,47,89,156
80,35,98,167
74,61,69,262
16,98,51,275
12,80,27,237
69,64,57,273
30,27,42,99
21,96,71,259
29,61,31,210
18,81,30,249
61,10,13,139
6,89,70,209
87,54,76,260
22,12,23,57
5,1,65,-52
67,14,64,112
68,28,48,172
22,71,38,219
57,48,72,186
3,92,47,235
94,52,44,300
82,54,65,261
60,70,27,303
87,43,70,233
87,49,99,222
7,12,12,38
73,83,38,357
94,23,15,242
80,89,78,349
2,19,2,59
68,13,47,128
55,47,60,191
40,78,84,230
61,39,75,164
85,33,42,227
47,89,28,333
37,61,60,197
67,31,34,193
97,63,19,364
92,33,90,193
80,87,80,341
66,4,96,48
37,58,46,202
8,6,6,28
50,8,18,106
28,58,31,199
35,57,92,149
29,5,65,8
35,16,24,94
50,77,90,241
95,18,19,225
8,89,86,197
18,4,55,-7
92,97,84,391
80,98,91,363
16,40,67,85
88,4,100,88
22,9,24,47
53,10,56,80
22,35,24,125
96,42,58,260
71,69,41,308
58,72,99,233
85,16,96,122
49,36,60,146
39,81,49,272
26,88,41,275
29,34,36,124
92,44,15,301
59,31,66,145
22,37,16,139
35,90,40,300
18,69,88,155
5,66,90,118
8,54,35,143
24,79,30,255
42,61,63,204
64,40,8,240
34,90,96,242
7,91,40,247
38,63,60,205
37,49,52,169
29,35,10,153
84,83,15,402
53,4,15,103
3,72,19,203
20,12,99,-23
74,70,88,270
70,88,55,349
59,55,98,185
94,70,98,300
30,82,80,226
41,10,74,38
41,87,91,252
30,24,12,120
5,78,75,169
99,89,3,462
97,35,91,208
67,91,63,344
13,23,42,53
40,23,34,115
32,5,88,-9
95,41,86,227
66,2,98,40
52,51,42,215
37,55,80,159
40,91,55,298
92,11,80,137
1,46,38,102
20,81,19,264
18,41,28,131
46,32,47,141
67,39,97,154
10,80,41,219
44,30,45,133
52,74,68,258
3,24,46,32
78,25,35,196
75,73,90,279
71,57,90,223
30,72,4,272
21,7,39,24
9,30,29,79
81,42,22,266
15,82,99,177
84,65,49,314
34,29,33,122
75,9,95,82
39,45,24,189
93,29,16,257
47,18,93,55
99,54,23,337
1,41,82,43
63,51,76,203
66,37,4,239
35,61,23,230
36,34,15,159
71,89,49,360
9,67,61,158
35,79,7,300
13,26,51,53
54,87,63,306
66,24,5,199
52,11,1,136
53,94,49,339
100,70,9,401
42,70,60,234
24,46,52,134
89,26,93,163
53,12,15,127
21,37,95,58
20,60,35,185
65,35,97,138
72,63,36,297
79,51,14,297
64,3,90,47
52,6,95,27
88,76,41,363
75,19,68,139
8,9,65,-22
14,56,71,125
18,84,96,192
55,25,80,105
30,66,1,257
68,82,16,366
88,89,77,366
44,70,68,230
87,18,17,211
32,66,34,228
56,42,49,189
38,33,27,148
22,65,69,170
1,8,35,-9
56,8,32,104
72,16,10,182
86,31,94,171
49,24,45,125
85,96,24,434
2,45,7,132
91,90,49,403
28,100,70,286
97,55,37,322
95,73,24,385
65,73,45,304
21,51,87,108
8,33,79,36
57,75,18,321
19,63,15,212
45,88,76,278
95,16,4,234
27,59,66,165
43,50,29,207
35,50,14,206
15,20,51,39
51,59,1,278
37,4,87,-1
96,88,30,426
86,56,11,329
87,26,1,251
19,51,18,173
34,84,9,311
11,21,66,19
68,12,77,95
34,80,98,210
57,4,98,28
36,85,7,320
97,27,52,223
51,26,7,173
71,54,80,224
46,80,64,268
79,52,90,224
56,71,97,228
23,34,58,90
100,15,1,244
90,77,63,348
71,56,56,254
42,72,29,271
45,90,12,348
49,28,89,93
66,38,1,245
71,28,3,223
62,83,47,326
58,26,31,163
95,1,10,183
73,35,5,246
47,34,27,169
9,75,71,172
86,86,71,359
49,11,16,115
50,41,24,199
54,95,65,328
27,6,29,43
63,40,76,170
46,85,66,281
6,16,57,3
71,12,37,141
65,37,64,177
93,53,81,264
71,95,50,377
65,5,67,78
99,69,47,358
48,22,69,93
18,61,68,151
90,34,32,250
71,6,41,119
60,29,34,173
73,34,94,154
69,53,95,202
100,25,32,243
54,95,3,390
58,17,2,165
65,64,11,311
93,98,56,424
58,71,61,268
50,16,54,94
21,20,5,97
20,79,14,263
82,34,24,242
62,33,61,162
12,92,54,246
23,95,61,270
63,88,66,324
48,62,93,189
34,65,20,243
65,66,100,228
42,19,46,95
62,20,21,163
2,43,40,93
30,54,57,165
42,43,76,137
37,39,67,124
12,12,9,51
6,98,17,289
45,12,58,68
71,85,73,324
20,54,17,185
88,48,63,257
63,99,27,396
63,85,69,312
7,67,50,165
77,6,67,105
55,80,6,344
41,92,32,326
1,89,4,265
89,14,58,162
93,48,92,238
14,97,31,288
65,73,47,302
60,25,10,185
63,93,46,359
7,83,75,188
45,81,31,302
30,52,21,195
48,44,40,188
88,20,70,166
55,93,83,306
35,30,31,129
23,100,85,261
97,56,53,309
83,56,65,269
70,88,95,309
6,64,37,167
90,50,50,280
74,18,64,138
65,52,46,240
70,19,85,112
17,79,13,258
25,56,61,157
60,37,82,149
68,92,78,334
78,4,96,72
11,32,9,109
86,74,79,315
74,2,85,69
47,1,96,1
12,12,16,44
43,60,64,202
49,74,54,266
10,58,21,173
52,61,74,213
53,60,99,187
86,10,59,143
95,6,76,132
35,16,23,95
53,84,25,333
1,14,49,-5
83,60,44,302
26,47,89,104
56,93,53,338
45,72,2,304
99,29,3,282
28,6,84,-10
80,50,26,284
44,97,3,376
29,38,90,82
30,44,28,164
82,61,41,306
65,43,10,249
29,35,63,100
59,88,55,327
61,7,98,45
73,67,8,339
25,68,13,241
9,61,74,127
18,89,74,229
87,61,29,328
12,35,92,37
25,49,66,131
78,65,13,338
95,7,58,153
51,27,54,129
88,74,42,356
78,44,22,266
84,99,89,376
45,49,16,221
2,8,64,-36
88,87,33,404
90,69,36,351
41,1,98,-13
92,83,97,336
34,68,77,195
14,91,17,284
20,97,31,300
2,72,47,173
99,65,21,372
52,42,40,190
80,22,25,201
73,12,65,117
73,90,75,341
46,84,35,309
67,95,42,377
86,34,67,207
36,51,4,221
42,1,60,27
86,35,65,212
64,90,53,345
68,85,58,333
17,64,93,133
69,71,28,323
31,43,29,162
100,35,8,297
56,88,14,362
61,12,59,99
99,77,7,422
69,91,35,376
37,77,100,205
52,62,85,205
66,91,30,375
91,69,65,324
79,45,13,280
27,25,22,107
21,12,12,66
6,33,47,64
98,2,84,118
42,65,72,207
37,31,97,70
93,50,29,307
45,25,61,104
1,32,70,28
62,72,32,308
35,86,11,317
94,77,6,413
23,8,13,57
100,100,21,479
5,63,44,155
64,86,20,366
22,80,93,191
32,67,7,258
99,100,91,407
14,92,48,256
7,46,75,77
9,30,44,64
61,7,91,52
74,3,50,107
54,44,67,173
58,32,69,143
5,8,5,29
57,44,13,233
56,54,2,272
39,59,30,225
28,55,62,159
57,88,49,329
39,17,34,95
68,69,82,261
18,20,7,89
100,27,46,235
74,64,51,289
86,11,74,131
64,74,26,324
73,92,58,364
23,85,83,218
27,38,27,141
16,66,15,215
20,8,78,-14
100,42,52,274
63,68,75,255
40,28,35,129
99,19,26,229
9,34,78,42
7,19,82,-11
22,89,23,288
34,98,7,355
10,26,83,15
1,69,100,109
86,37,63,220
41,15,99,28
67,57,36,269
88,70,52,334
8,6,77,-43
28,21,89,30
61,48,40,226
70,74,45,317
62,66,88,234
44,82,73,261
42,58,28,230
64,15,3,170
68,18,84,106
97,20,95,159
93,83,29,406
30,54,23,199
81,97,68,385
57,100,46,368
71,23,79,132
49,16,85,61
15,29,22,95
15,70,34,206
90,93,96,363
62,99,74,347
89,72,32,362
76,77,15,368
46,79,92,237
78,53,95,220
94,46,94,232
60,97,86,325
100,58,93,281
79,79,35,360
67,95,46,373
5,72,12,214
10,73,63,176
96,70,62,340
46,34,96,98
2,34,57,49
69,14,49,131
93,38,53,247
13,56,28,166
39,76,85,221
15,77,90,171
13,61,31,178
36,9,72,27
55,46,47,201
37,52,49,181
69,87,57,342
28,85,82,229
3,31,76,23
58,70,54,272
89,75,88,315
4,100,90,218
11,81,3,262
39,10,91,17
24,95,36,297
63,33,52,173
72,70,28,326
98,35,86,215
68,55,98,203
39,38,6,186
3,43,24,111
35,67,60,211
69,1,28,113
65,73,65,284
54,44,31,209
89,33,4,273
2,91,95,182
47,75,83,236
21,1,13,32
41,50,80,152
58,70,78,248
38,53,32,203
10,58,45,149
12,23,38,55
37,61,83,174
94,25,33,230
32,59,14,227
65,10,43,117
90,12,100,116
4,96,7,289
5,45,37,108
66,52,28,260
51,63,54,237
76,20,98,114
63,3,39,96
31,95,31,316
50,45,91,144
95,55,11,344
90,6,39,159
32,51,74,143
1,15,39,8
77,10,40,144
15,71,27,216
97,64,51,335
13,8,94,-44
88,35,63,218
16,91,73,232
95,30,64,216
22,2,5,45
93,17,68,169
24,7,75,-6
39,29,75,90
99,57,17,352
31,76,71,219
37,24,49,97
10,80,86,174
10,3,10,19
96,71,56,349
24,55,99,114
70,61,39,284
6,63,29,172
74,84,84,316
69,84,23,367
98,61,43,336
58,16,9,155
20,92,46,270
99,81,68,373
91,34,74,210
78,17,29,178
88,87,23,414
1,2,25,-17
11,92,11,287
50,15,61,84
65,3,35,104
5,14,80,-28
85,63,67,292
38,4,35,53
76,58,5,321
78,1,70,89
53,49,65,188
63,58,22,278
73,42,64,208
90,58,83,271
78,10,59,127
57,77,80,265
6,18,77,-11
92,35,81,208
72,96,60,372
16,100,8,324
16,69,91,148
82,89,28,403
5,13,91,-42
68,29,42,181
88,32,21,251
21,10,61,11
2,76,51,181
74,70,29,329
83,39,15,268
92,64,40,336
45,62,92,184
72,19,90,111
8,72,10,222
43,46,66,158
16,96,42,278
26,81,50,245
32,24,33,103
25,45,67,118
93,1,76,113
12,40,32,112
43,1,19,70
38,70,49,237
55,77,24,317
43,58,81,179
22,45,63,116
77,48,19,279
29,30,41,107
24,94,10,320
94,66,69,317
64,24,48,152
60,71,67,266
94,58,73,289
33,60,59,187
80,45,25,270
61,84,26,348
53,6,66,58
77,77,3,382
60,32,40,176
70,78,27,347
25,33,91,58
8,3,46,-21
2,38,77,41
89,75,93,310
41,18,56,80
14,9,27,28
51,88,12,354
50,59,1,276
24,59,100,125
80,63,26,323
18,70,91,155
27,8,2,76
1,52,89,69
54,23,79,98
38,68,78,202
40,92,19,337
28,25,39,92
14,71,72,169
82,63,21,332
68,75,61,300
83,64,98,260
17,30,93,31
65,62,30,286
82,91,96,341
8,51,19,150
22,8,19,49
82,97,72,383
50,78,38,296
23,59,34,189
44,4,28,72
35,13,35,74
22,64,48,188
10,90,71,219
56,1,59,56
80,13,24,175
51,90,90,282
71,67,16,327
43,1,91,-2
56,77,37,306
37,53,84,149
87,76,74,328
14,66,59,167
88,32,19,253
18,56,68,136
17,73,57,196
48,41,21,198
77,14,56,140
73,20,1,205
8,82,17,245
66,39,16,233
14,15,88,-15
65,6,19,129
24,21,60,51
3,65,75,126
22,60,44,180
29,19,9,106
89,57,28,321
63,49,68,205
20,94,10,312
79,30,43,205
89,20,47,191
95,72,80,326
21,40,81,81
93,52,46,296
42,84,73,263
91,19,59,180
83,37,36,241
88,65,87,284
69,53,82,215
73,26,71,153
81,77,67,326
78,4,53,115
42,98,19,359
52,7,14,111
61,77,61,292
4,83,42,215
79,82,48,356
50,11,70,63
19,16,95,-9
11,57,96,97
90,90,91,359
49,97,68,321
13,19,3,80
40,34,68,114
11,53,55,126
44,5,17,86
40,90,73,277
17,29,92,29
1,99,97,202
59,99,1,414
34,73,94,193
31,9,47,42
100,38,62,252
28,91,16,313
83,30,5,251
48,1,58,41
81,32,5,253
63,23,39,156
98,42,29,293
9,35,77,46
24,47,16,173
93,3,1,194
29,81,60,241
5,30,63,37
34,58,80,162
30,15,88,17
47,91,89,278
84,4,60,120
70,15,48,137
19,75,76,187
52,55,96,173
92,36,43,249
95,51,62,281
40,97,70,301
22,29,64,67
27,54,72,144
72,87,7,398
94,44,41,279
72,37,77,178
14,97,31,288
64,30,79,139
56,78,64,282
32,30,13,141
41,24,52,102
90,38,58,236
73,64,94,244
81,43,22,269
31,51,86,129
49,23,64,103
22,96,41,291
57,45,1,248
9,4,44,-14
100,61,83,300
54,13,5,142
6,46,31,119
21,7,48,15
59,10,33,115
44,55,88,165
87,29,57,204
20,56,77,131
59,58,31,261
13,32,98,24
59,52,11,263
45,71,67,236
84,67,99,270
82,10,43,151
79,29,11,234
96,58,90,276
68,93,16,399
57,40,70,164
4,98,25,277
14,88,97,195
95,28,36,238
13,60,37,169
72,67,23,322
11,20,98,-16
47,33,35,158
83,2,34,138
69,96,32,394
40,5,93,2
75,83,41,358
89,53,55,282
14,37,98,41
32,89,27,304
54,64,16,284
99,25,80,193
61,88,91,295
94,83,16,421
55,35,77,138
96,93,36,435
24,92,40,284
64,75,65,288
63,97,45,372
66,20,19,173
41,52,75,163
80,78,4,390
35,32,20,146
47,65,93,196
41,58,91,165
75,30,64,176
56,32,94,114
61,22,64,124
77,63,85,258
90,47,18,303
68,79,89,284
89,55,40,303
41,54,84,160
83,30,3,253
60,70,97,233
1,78,83,153
87,3,22,161
92,80,97,327
3,61,84,105
60,6,80,58
95,78,70,354
8,19,35,38
100,64,52,340
15,10,56,4
53,37,87,130
71,37,100,153
45,57,49,212
90,6,30,168
70,52,81,215
96,71,40,365
16,26,18,92
65,19,59,128
94,8,85,127
20,72,24,232
100,26,30,248
74,24,77,143
31,90,39,293
15,37,13,128
57,17,22,143
69,72,76,278
81,56,88,242
88,40,84,212
93,87,78,369
13,58,58,142
41,47,43,180
46,40,87,125
27,75,42,237
31,14,90,14
70,86,33,365
60,18,1,173
47,84,61,285
11,39,62,77
36,55,86,151
36,13,39,72
53,6,90,34
73,16,28,166
34,20,73,55
56,87,9,364
86,82,11,407
84,10,86,112
9,47,86,73
45,77,96,225
56,77,1,342
21,65,96,141
80,39,77,200
29,56,81,145
59,91,11,380
31,19,86,33
5,21,50,23
66,11,81,84
32,84,70,246
100,65,41,354
97,24,34,232
79,19,16,199
13,45,12,149
42,7,71,34
91,58,71,285
3,26,74,10
