x,y,a,b,c,result
51,y2,94,11,58,257
26,y1,99,37,17,99
28,y2,95,56,5,190
42,y1,47,60,15,122
36,y1,44,38,54,82
32,y2,13,49,8,75
51,y1,21,48,86,155
39,y1,78,62,96,140
49,y2,88,63,54,293
52,y1,93,11,1,105
28,y1,14,98,52,14
53,y1,20,30,49,99
53,y2,84,57,98,323
42,y2,25,45,88,183
20,y2,15,57,44,30
20,y2,79,98,54,158
52,y1,37,9,98,144
43,y1,43,55,1,99
53,y2,8,31,74,121
23,y2,11,37,89,22
20,y1,28,30,55,28
27,y2,90,60,47,180
28,y2,1,11,85,2
28,y2,48,33,26,96
39,y2,4,14,28,22
39,y1,65,55,79,120
33,y1,27,18,87,45
53,y1,99,97,41,237
30,y2,34,28,12,96
59,y1,90,2,68,160
42,y2,95,36,5,231
20,y2,36,74,19,72
52,y1,92,17,42,151
47,y2,57,39,5,158
30,y1,70,35,25,105
40,y1,41,89,9,139
52,y2,73,6,26,178
40,y1,69,31,34,134
39,y1,19,50,74,69
30,y2,70,27,1,167
37,y2,60,63,1,183
52,y2,90,90,30,300
46,y1,32,85,3,120
58,y2,49,59,52,209
58,y2,24,84,17,149
54,y1,38,89,94,221
21,y2,32,62,89,64
47,y2,30,4,45,109
59,y1,22,25,59,106
30,y1,90,31,71,121
43,y2,41,75,74,231
45,y2,46,70,43,205
48,y2,51,70,8,180
42,y1,95,30,7,132
52,y1,68,95,16,179
42,y2,88,85,59,320
45,y1,100,77,44,221
25,y1,95,6,34,95
36,y1,13,76,45,89
49,y1,66,6,71,143
43,y2,32,33,90,187
48,y2,59,2,60,180
51,y1,4,30,67,101
26,y1,4,26,24,4
43,y1,53,26,65,144
54,y1,81,93,24,198
26,y1,66,86,8,66
26,y2,38,74,88,76
23,y1,72,75,57,72
51,y2,30,28,54,142
59,y2,83,91,1,258
54,y2,1,34,71,107
35,y2,40,33,77,113
53,y1,91,37,83,211
22,y2,18,27,62,36
49,y1,87,65,42,194
25,y1,88,59,96,88
43,y2,66,66,59,257
55,y1,15,30,1,46
23,y1,36,85,99,36
40,y2,71,93,90,325
38,y1,73,20,26,93
41,y1,53,6,34,93
41,y2,29,34,91,183
38,y1,9,8,13,17
45,y2,6,60,28,100
24,y1,42,86,91,42
37,y1,60,32,54,92
48,y1,92,22,23,137
42,y2,88,79,39,294
32,y1,40,77,89,117
47,y1,100,65,79,244
41,y2,34,45,89,202
49,y2,49,58,21,177
60,y2,60,32,7,159
38,y1,64,13,60,77
32,y2,17,71,46,105
48,y1,60,17,8,85
46,y1,25,79,57,161
20,y1,57,95,72,57
39,y2,72,97,5,241
46,y2,18,30,49,115
53,y1,45,32,93,170
49,y1,44,49,60,153
39,y2,92,56,90,240
45,y2,5,9,12,31
46,y2,32,34,55,153
40,y2,57,40,40,194
55,y2,41,85,78,245
48,y2,17,25,89,148
57,y1,1,99,79,179
33,y2,65,9,21,139
53,y1,8,75,80,163
53,y2,43,85,74,245
43,y1,30,20,62,112
37,y2,29,27,96,85
34,y1,98,60,84,158
25,y1,31,79,5,31
46,y1,10,33,68,111
60,y1,63,13,22,98
27,y1,79,44,7,79
60,y2,50,63,83,246
43,y2,89,4,71,253
34,y1,94,18,17,112
27,y1,84,45,57,84
33,y1,94,64,61,158
37,y2,53,22,14,128
33,y2,73,19,91,165
48,y1,9,53,97,159
22,y1,78,14,43,78
46,y1,4,72,21,97
33,y1,69,10,2,79
38,y2,82,5,18,169
55,y2,29,74,4,136
22,y2,4,81,18,8
47,y2,31,100,16,178
44,y1,23,60,98,181
48,y1,37,1,72,110
42,y2,47,17,31,142
39,y2,15,68,62,98
43,y2,2,73,67,144
43,y1,72,83,42,197
28,y2,39,90,57,78
29,y2,51,39,54,102
54,y2,78,71,55,282
30,y2,39,1,61,79
52,y1,72,75,22,169
34,y1,6,46,18,52
20,y1,84,93,17,84
21,y1,93,19,13,93
60,y2,75,76,41,267
27,y2,41,82,70,82
48,y2,32,35,49,148
40,y1,99,34,62,195
54,y2,45,57,15,162
43,y1,25,81,55,161
32,y1,55,23,12,78
37,y2,1,38,55,40
51,y1,68,17,87,172
44,y1,19,73,97,189
34,y1,26,99,9,125
47,y2,71,25,27,194
40,y1,6,71,57,134
48,y2,70,95,12,247
25,y2,46,50,33,92
35,y1,71,98,90,169
60,y2,2,36,4,44
46,y2,1,58,55,115
38,y1,30,28,70,58
46,y1,73,72,86,231
24,y2,10,73,49,20
45,y1,48,14,61,123
21,y2,9,62,43,18
60,y2,18,78,95,209
57,y1,58,40,77,175
34,y2,34,96,81,164
31,y2,41,13,27,95
44,y2,52,80,92,276
20,y2,51,87,17,102
43,y1,78,14,1,93
37,y1,6,71,99,77
28,y1,36,85,20,36
35,y1,75,87,67,162
58,y1,12,27,95,134
49,y1,26,86,3,115
33,y2,18,91,89,127
42,y2,69,73,9,220
34,y2,19,87,79,125
52,y1,13,58,80,151
40,y1,30,64,77,171
41,y1,33,66,99,198
23,y2,67,95,11,134
39,y2,74,83,14,231
24,y2,20,79,86,40
31,y1,39,91,92,130
38,y2,95,86,50,276
26,y2,25,93,30,50
35,y2,31,1,12,63
28,y2,42,17,95,84
51,y2,84,61,54,283
32,y1,15,28,78,43
43,y2,15,91,20,141
51,y1,10,99,96,205
50,y1,95,58,75,228
57,y2,52,3,89,196
35,y2,27,35,56,89
44,y2,57,96,46,256
55,y2,62,63,29,216
50,y1,91,23,79,193
41,y1,84,35,81,200
26,y1,86,20,85,86
37,y1,4,36,95,40
25,y1,70,44,8,70
54,y2,52,58,36,198
44,y2,47,6,34,134
28,y2,79,39,79,158
51,y2,10,15,71,106
40,y1,70,59,5,134
45,y1,20,89,55,164
30,y1,1,94,72,95
33,y2,49,76,54,174
58,y1,21,5,87,113
46,y2,80,2,62,224
25,y1,66,13,71,66
36,y1,83,29,3,112
24,y1,74,49,13,74
60,y1,89,90,37,216
60,y2,76,5,37,194
58,y1,89,78,62,229
53,y2,28,73,85,214
32,y1,84,48,52,132
34,y2,9,10,62,28
43,y2,44,75,89,252
40,y2,41,36,48,166
48,y1,60,14,88,162
43,y2,4,88,26,122
22,y1,33,69,60,33
54,y1,9,91,96,196
47,y2,66,65,61,258
27,y2,45,31,20,90
28,y1,68,32,74,68
22,y2,29,20,16,58
21,y1,1,95,61,1
36,y1,53,9,3,62
35,y2,61,11,17,133
22,y1,18,56,35,18
27,y2,79,92,7,158
27,y2,85,89,61,170
30,y2,6,3,54,15
43,y2,78,2,98,256
45,y1,32,41,18,91
21,y2,20,24,23,40
44,y1,83,33,28,144
58,y1,28,30,70,128
47,y1,1,46,88,135
53,y1,7,75,12,94
30,y2,55,96,76,206
52,y2,21,2,59,103
32,y2,100,28,55,228
50,y1,80,20,44,144
20,y2,36,27,91,72
43,y1,44,3,45,92
51,y1,66,7,68,141
52,y2,20,95,78,213
38,y2,29,5,17,63
57,y2,43,81,78,245
54,y1,49,12,99,160
29,y2,77,35,67,154
38,y2,15,97,67,127
55,y2,4,32,76,116
40,y1,74,69,85,228
47,y2,10,68,72,160
54,y2,54,45,44,197
28,y2,92,71,36,184
46,y2,65,16,18,164
25,y2,93,40,95,186
41,y2,19,48,97,183
42,y2,73,99,100,345
29,y1,66,42,55,66
33,y2,53,39,38,145
29,y2,58,14,45,116
40,y2,13,94,90,210
46,y2,85,34,29,233
23,y1,55,37,54,55
55,y2,14,37,75,140
57,y2,68,21,1,158
45,y2,6,35,11,58
49,y1,70,21,78,169
59,y1,9,37,28,74
58,y2,56,63,20,195
26,y2,38,13,36,76
60,y2,65,67,43,240
42,y2,12,30,45,99
60,y2,14,82,97,207
54,y1,89,24,55,168
21,y2,11,1,49,22
30,y1,56,65,78,121
37,y2,20,87,29,127
55,y2,63,54,11,191
28,y1,21,95,86,21
48,y2,55,83,62,255
48,y1,30,70,28,128
31,y1,82,31,92,113
23,y2,7,57,20,14
56,y1,84,41,82,207
47,y1,18,57,87,162
35,y1,3,15,74,18
25,y2,90,78,19,180
49,y2,1,5,33,40
52,y2,56,87,92,291
25,y2,72,33,41,144
29,y1,16,16,33,16
30,y2,5,49,42,59
37,y2,60,46,16,166
21,y1,90,66,32,90
51,y2,29,1,84,143
49,y2,6,67,98,177
23,y2,58,38,96,116
38,y1,59,58,36,117
53,y1,77,56,11,144
53,y2,63,17,94,237
54,y1,13,49,98,160
47,y1,43,40,12,95
57,y1,33,97,36,166
33,y2,25,28,3,78
23,y1,88,26,29,88
36,y2,63,82,4,208
30,y1,77,58,89,135
38,y2,75,65,48,215
38,y1,92,13,54,105
38,y2,28,29,19,85
23,y1,87,63,93,87
48,y1,93,80,75,248
49,y2,69,74,53,265
45,y2,88,46,24,246
28,y2,92,8,45,184
39,y2,53,28,87,134
29,y2,78,78,53,156
46,y2,32,11,16,91
42,y1,80,82,83,245
59,y1,66,12,82,160
56,y1,54,15,25,94
30,y1,59,67,31,126
25,y1,30,61,13,30
47,y1,31,70,97,198
20,y2,63,43,37,126
60,y2,11,51,35,108
21,y2,97,13,23,194
40,y1,21,100,58,179
32,y2,2,64,62,68
32,y1,2,56,100,58
41,y1,62,85,15,162
27,y2,47,46,12,94
40,y2,74,46,91,285
48,y1,18,5,70,93
50,y1,29,37,14,80
36,y1,41,7,98,48
20,y1,56,9,62,56
44,y1,42,81,42,165
58,y2,38,78,71,225
52,y1,9,53,74,136
44,y1,37,19,77,133
36,y1,100,89,19,189
42,y1,16,69,39,124
32,y1,42,5,68,47
50,y2,46,30,5,127
34,y1,46,76,61,122
39,y1,4,44,75,48
33,y2,74,14,32,162
39,y1,22,32,10,54
29,y2,65,51,82,130
60,y2,34,12,31,111
23,y1,42,16,50,42
35,y2,49,35,89,133
24,y2,91,100,57,182
31,y1,40,4,70,44
60,y2,88,16,93,285
37,y2,82,73,15,237
39,y1,18,38,65,56
42,y1,30,17,79,126
45,y1,33,74,78,185
60,y2,100,99,9,308
23,y1,20,97,28,20
26,y1,76,38,48,76
32,y2,37,91,56,165
55,y2,98,49,87,332
50,y1,23,7,62,92
57,y2,4,4,75,87
56,y1,85,100,4,189
33,y1,79,41,77,120
49,y2,72,82,7,233
55,y1,80,12,95,187
53,y2,90,94,65,339
49,y2,67,7,28,169
26,y2,35,29,30,70
24,y2,5,40,96,10
56,y1,46,3,87,136
59,y2,15,45,89,164
60,y2,18,45,15,96
51,y2,30,44,16,120
41,y2,41,97,72,251
27,y1,62,82,37,62
31,y1,81,12,82,93
22,y2,68,36,6,136
35,y1,63,53,48,116
31,y2,14,43,54,71
37,y2,56,81,12,193
38,y1,7,28,44,35
28,y1,80,44,68,80
39,y2,2,91,68,95
41,y2,6,93,33,138
25,y2,47,90,76,94
39,y2,88,99,23,275
28,y1,20,73,58,20
36,y1,51,91,11,142
26,y1,61,40,58,61
52,y2,13,55,34,115
39,y2,17,81,100,115
50,y2,33,43,60,169
29,y2,89,99,40,178
54,y1,37,32,3,72
40,y1,23,64,1,88
42,y2,70,10,37,187
33,y2,70,2,59,142
21,y2,92,38,52,184
57,y2,74,8,25,181
24,y1,79,37,53,79
49,y2,13,79,31,136
23,y1,91,11,60,91
29,y1,62,43,79,62
23,y1,44,59,78,44
28,y1,25,76,18,25
41,y1,22,3,10,35
23,y2,55,67,11,110
40,y2,35,44,12,126
29,y2,2,90,98,4
55,y1,60,91,43,194
53,y2,92,78,41,303
54,y1,29,99,98,226
52,y2,33,7,75,148
38,y1,63,15,59,78
55,y1,97,25,64,186
41,y2,25,29,50,129
53,y1,18,77,18,113
37,y1,95,42,12,137
45,y2,89,36,99,313
38,y2,72,17,27,161
31,y1,77,45,99,122
23,y1,40,37,87,40
50,y1,65,50,78,193
60,y2,59,99,84,301
29,y2,4,24,30,8
24,y2,56,24,55,112
57,y1,9,51,14,74
25,y1,13,43,39,13
59,y1,71,51,27,149
30,y1,71,66,48,137
45,y1,60,44,28,132
41,y2,22,80,44,168
33,y2,49,11,57,109
33,y2,83,51,78,217
52,y1,64,14,8,86
32,y2,54,21,13,129
21,y2,66,29,64,132
22,y1,95,11,25,95
53,y1,40,57,22,119
42,y1,4,10,49,63
48,y2,45,86,12,188
36,y2,17,56,68,90
33,y1,59,25,12,84
43,y1,18,93,60,171
22,y1,79,83,25,79
55,y1,11,86,42,139
46,y1,63,92,90,245
30,y2,82,43,31,207
40,y1,76,22,19,117
38,y1,48,63,71,111
60,y2,29,60,90,208
28,y1,42,68,54,42
29,y2,62,33,19,124
26,y2,37,58,54,74
21,y2,51,59,62,102
54,y1,100,21,58,179
29,y2,31,4,70,62
58,y1,68,60,57,185
48,y1,49,87,49,185
45,y1,72,58,41,171
54,y1,95,88,51,234
44,y1,68,81,30,179
34,y1,41,12,9,53
46,y2,83,23,57,246
22,y2,49,50,25,98
46,y2,100,3,17,220
27,y1,59,23,19,59
58,y2,67,54,7,195
27,y2,67,11,91,134
58,y1,79,25,39,143
53,y1,31,31,88,150
53,y1,88,34,44,166
25,y2,79,2,1,158
54,y1,99,17,51,167
30,y2,58,63,46,179
49,y2,17,57,93,184
35,y1,89,84,18,173
50,y1,53,12,12,77
44,y1,16,46,31,93
29,y1,91,15,52,91
36,y1,8,58,99,66
39,y2,47,53,99,147
50,y1,97,22,59,178
47,y2,57,25,62,201
29,y2,60,51,63,120
38,y1,60,3,98,63
44,y2,27,63,95,212
29,y1,64,28,33,64
26,y1,83,26,42,83
33,y1,29,10,46,39
47,y1,25,47,86,158
22,y1,80,85,51,80
44,y2,30,8,8,76
36,y1,3,38,52,41
29,y2,2,52,40,4
50,y1,82,59,85,226
21,y1,69,28,10,69
32,y1,89,8,80,97
26,y1,11,36,18,11
38,y2,6,31,41,43
49,y2,12,90,43,157
41,y1,57,45,65,167
43,y2,30,42,46,148
43,y1,21,92,63,176
52,y2,32,55,77,196
33,y1,1,4,1,5
43,y2,90,38,93,311
30,y1,90,58,2,148
38,y2,35,29,64,99
46,y2,25,44,79,173
43,y2,60,37,20,177
48,y1,79,92,85,256
30,y1,32,26,51,58
40,y1,65,44,40,149
46,y1,97,68,78,243
27,y1,79,57,93,79
27,y2,26,87,9,52
34,y2,52,26,82,130
40,y1,84,37,18,139
30,y1,90,39,1,129
23,y2,1,79,42,2
27,y2,42,5,60,84
50,y1,22,46,51,119
50,y1,99,63,66,228
44,y1,3,53,71,127
22,y1,53,74,45,53
45,y2,64,8,96,232
38,y2,6,80,65,92
26,y2,80,34,59,160
25,y2,96,84,46,192
39,y1,20,51,1,71
46,y1,11,100,41,152
60,y1,78,44,85,207
54,y1,64,58,27,149
21,y1,80,22,29,80
32,y1,49,4,10,53
51,y1,15,42,36,93
28,y2,44,16,42,88
45,y1,11,74,93,178
33,y1,3,97,75,100
30,y1,29,59,29,88
45,y2,7,45,36,95
28,y2,63,91,5,126
32,y1,64,27,23,91
25,y1,37,3,97,37
43,y2,3,13,81,100
45,y1,66,6,70,142
31,y2,2,20,16,24
21,y1,51,88,96,51
28,y2,18,94,21,36
56,y2,30,32,3,95
22,y2,75,59,59,150
58,y1,91,73,34,198
54,y2,88,43,34,253
25,y2,12,19,43,24
42,y1,66,25,19,110
54,y1,97,63,91,251
43,y1,52,40,18,110
49,y2,82,72,1,237
54,y2,90,37,46,263
60,y2,68,98,53,287
55,y1,8,32,70,110
39,y1,38,47,57,85
40,y1,38,49,50,137
55,y1,47,20,27,94
59,y2,99,75,75,348
24,y2,20,17,44,40
46,y2,42,13,19,116
23,y2,10,1,94,20
33,y2,8,40,78,56
32,y1,19,35,69,54
24,y1,87,44,52,87
35,y1,92,3,63,95
44,y1,100,35,38,173
38,y1,46,11,23,57
52,y2,64,50,81,259
28,y2,5,45,7,10
23,y1,31,77,27,31
43,y2,6,70,59,141
52,y2,4,34,13,55
37,y1,66,36,78,102
35,y1,84,11,45,95
34,y2,84,18,24,186
27,y1,4,28,19,4
46,y2,77,15,8,177
35,y1,78,72,66,150
43,y2,75,52,82,284
21,y2,30,3,87,60
34,y2,16,99,97,131
30,y1,93,12,13,105
57,y1,95,45,63,203
29,y2,94,70,67,188
37,y1,49,34,92,83
23,y1,17,53,39,17
35,y1,45,49,71,94
30,y1,21,28,31,49
44,y1,44,7,21,72
45,y1,48,97,40,185
36,y1,53,18,80,71
52,y1,61,9,4,74
52,y1,88,67,36,191
59,y2,13,43,63,132
43,y2,50,81,87,268
41,y2,61,25,38,185
48,y1,13,26,92,131
53,y1,73,91,28,192
40,y2,97,60,2,256
26,y2,59,30,96,118
52,y1,77,4,95,176
22,y2,85,100,37,170
24,y2,92,59,40,184
21,y2,27,48,81,54
38,y2,45,13,51,103
47,y2,76,71,33,256
31,y1,43,23,50,66
45,y2,39,99,95,272
43,y1,50,10,28,88
50,y2,28,49,77,182
60,y2,63,38,33,197
37,y2,19,85,14,123
44,y2,41,2,75,159
50,y1,51,69,83,203
47,y2,85,46,98,314
57,y1,56,5,22,83
40,y1,58,10,30,98
46,y2,40,4,71,155
27,y2,24,68,61,48
59,y1,5,25,40,70
32,y2,57,80,71,194
58,y1,96,97,30,223
24,y1,55,80,62,55
31,y1,73,5,30,78
57,y2,5,82,63,155
54,y2,43,19,42,147
22,y2,36,99,83,72
51,y1,84,8,81,173
25,y1,25,68,85,25
28,y2,63,48,55,126
48,y2,96,46,42,280
22,y1,57,16,25,57
42,y2,27,42,31,127
50,y2,8,91,16,123
26,y1,93,17,59,93
28,y1,83,10,15,83
21,y2,81,51,27,162
55,y2,33,39,63,168
52,y2,6,4,48,64
44,y2,71,82,81,305
22,y2,73,23,69,146
57,y2,38,65,38,179
41,y2,52,74,90,268
39,y1,29,78,100,107
42,y1,19,91,91,201
25,y1,55,1,24,55
22,y2,27,96,67,54
32,y1,7,2,11,9
39,y2,39,8,59,86
46,y1,3,83,62,148
33,y2,23,69,77,115
33,y2,20,67,68,107
55,y1,41,21,69,131
52,y1,20,86,41,147
40,y2,72,81,44,269
50,y2,72,39,10,193
49,y2,21,71,70,183
43,y1,84,2,94,180
30,y1,42,69,31,111
21,y1,82,15,86,82
58,y2,89,6,92,276
38,y1,72,52,86,124
59,y1,14,9,47,70
36,y2,76,32,50,184
39,y2,77,61,70,215
38,y2,56,49,95,161
57,y1,34,14,75,123
26,y2,99,81,15,198
35,y1,8,26,53,34
21,y1,66,55,86,66
53,y1,66,13,46,125
42,y1,93,32,10,135
48,y2,85,36,88,294
55,y2,44,6,40,134
33,y1,64,79,59,143
59,y2,89,86,84,348
33,y1,28,6,54,34
56,y2,15,56,39,125
27,y1,75,78,68,75
33,y2,62,41,63,165
43,y1,23,18,1,42
35,y1,74,28,88,102
43,y2,97,92,77,363
51,y2,56,34,64,210
40,y1,61,50,35,146
57,y1,97,30,49,176
52,y2,36,77,78,227
60,y1,39,92,70,201
42,y2,76,19,89,260
28,y1,5,25,44,5
53,y1,15,5,71,91
31,y1,67,18,19,85
37,y2,33,59,83,125
47,y1,96,77,63,236
56,y2,29,46,49,153
53,y2,13,94,20,140
48,y2,19,63,21,122
49,y2,61,3,89,214
59,y2,83,30,97,293
41,y2,11,10,73,105
45,y1,10,98,85,193
58,y1,89,28,4,121
32,y1,66,46,19,112
31,y1,95,80,30,175
32,y1,56,79,90,135
20,y1,30,92,27,30
27,y1,70,28,78,70
26,y1,51,50,41,51
30,y2,19,62,49,100
21,y1,62,80,12,62
55,y2,12,74,87,185
34,y1,56,85,56,141
46,y1,33,71,49,153
58,y2,23,27,37,110
38,y1,5,19,90,24
58,y2,28,64,88,208
48,y1,22,81,78,181
40,y1,53,77,55,185
27,y1,69,7,72,69
53,y1,1,69,33,103
40,y2,66,73,74,279
24,y2,13,19,94,26
54,y2,73,21,28,195
23,y2,85,21,17,170
21,y2,75,50,78,150
31,y1,19,73,59,92
53,y2,62,40,11,175
43,y2,12,63,28,115
44,y1,87,58,89,234
54,y1,4,51,65,120
58,y2,72,70,49,263
37,y2,76,25,49,177
31,y1,87,62,3,149
41,y1,57,13,26,96
21,y2,33,65,97,66
37,y2,73,7,31,153
59,y1,25,11,85,121
39,y1,91,68,55,159
30,y2,38,83,70,159
53,y2,63,4,98,228
48,y2,91,89,30,301
47,y2,18,98,70,204
52,y2,33,67,34,167
57,y1,92,97,16,205
26,y1,58,85,26,58
28,y1,43,22,43,43
36,y1,30,36,17,66
39,y1,2,39,24,41
57,y2,94,23,62,273
41,y2,88,39,60,275
32,y1,100,1,62,101
48,y1,2,70,74,146
37,y1,95,20,42,115
39,y2,13,79,28,105
46,y2,61,5,27,154
33,y2,35,3,63,73
48,y1,60,55,93,208
44,y2,100,29,59,288
27,y2,41,18,90,82
37,y1,73,39,32,112
21,y2,39,3,15,78
29,y2,82,27,64,164
30,y1,14,70,50,84
38,y2,2,81,29,85
56,y2,13,37,100,163
27,y2,74,1,38,148
41,y2,4,50,85,143
60,y2,76,88,5,245
37,y1,39,75,7,114
32,y2,99,57,12,255
36,y1,33,70,14,103
52,y2,84,20,13,201
39,y2,72,53,95,197
51,y2,39,4,86,168
21,y1,30,76,36,30
27,y2,75,68,32,150
34,y2,88,33,18,209
44,y1,89,89,32,210
22,y2,33,47,96,66
45,y2,55,51,13,174
60,y2,60,88,62,270
39,y2,60,73,11,193
56,y2,3,75,22,103
35,y2,76,98,7,250
50,y2,58,27,75,218
29,y2,55,100,55,110
47,y1,94,8,38,140
22,y1,1,33,78,1
32,y2,84,93,44,261
48,y1,56,37,20,113
47,y2,27,29,7,90
26,y1,79,69,94,79
24,y2,64,18,14,128
44,y2,47,60,19,173
35,y1,30,71,62,101
52,y1,21,21,53,95
27,y1,54,62,77,54
55,y2,83,27,50,243
41,y2,95,87,78,355
33,y2,29,57,90,115
48,y1,35,76,63,174
45,y2,25,71,21,142
49,y2,74,66,31,245
41,y1,72,59,22,153
46,y2,57,40,70,224
27,y2,34,71,12,68
56,y1,37,49,55,141
32,y1,19,19,2,38
37,y1,26,29,1,55
20,y1,11,16,85,11
51,y2,40,4,8,92
42,y1,12,17,1,30
36,y1,19,38,18,57
25,y2,92,6,94,184
54,y1,12,98,16,126
54,y1,32,42,23,97
32,y1,91,91,55,182
34,y1,73,15,3,88
38,y2,32,18,57,82
21,y1,46,25,34,46
28,y2,3,20,20,6
57,y2,87,56,38,268
56,y2,70,16,100,256
36,y2,27,27,47,81
38,y2,98,20,25,216
53,y1,40,93,43,176
41,y2,10,30,97,147
34,y1,12,2,70,14
42,y1,67,22,72,161
47,y2,62,3,87,214
41,y2,24,4,39,91
33,y2,97,17,95,211
57,y1,63,26,25,114
21,y1,9,36,75,9
28,y2,22,42,74,44
50,y2,14,56,15,99
45,y2,50,97,60,257
21,y2,18,90,93,36
35,y1,34,70,97,104
32,y2,93,93,98,279
54,y2,17,80,75,189
35,y1,87,72,40,159
58,y1,31,80,46,157
46,y2,15,44,81,155
40,y2,4,12,19,39
40,y2,84,8,67,243
27,y2,39,24,81,78
45,y1,46,87,13,146
57,y1,65,26,1,92
51,y1,72,96,20,188
23,y1,17,48,11,17
40,y2,15,78,1,109
57,y2,28,90,78,224
35,y2,50,54,88,154
58,y2,10,71,9,100
48,y2,43,3,94,183
44,y2,95,26,38,254
58,y2,24,31,64,143
45,y2,50,98,11,209
37,y2,97,44,26,238
34,y1,36,98,78,134
60,y2,33,43,72,181
20,y2,76,54,15,152
52,y1,71,3,93,167
45,y2,49,84,72,254
37,y1,95,72,37,167
49,y2,23,65,44,155
28,y1,75,34,29,75
52,y1,98,51,94,243
44,y1,46,80,20,146
50,y2,22,25,53,122
58,y2,72,16,52,212
29,y1,22,46,56,22
58,y2,86,38,64,274
57,y1,47,81,3,131
52,y2,89,96,28,302
30,y2,25,77,72,127
43,y1,10,97,5,112
47,y2,34,11,45,124
57,y2,90,28,57,265
46,y1,36,36,83,155
48,y1,10,49,22,81
57,y2,82,30,42,236
56,y2,35,17,84,171
35,y2,39,38,10,116
49,y2,53,32,55,193
46,y1,5,80,7,92
29,y2,67,61,96,134
26,y2,22,71,34,44
56,y2,33,92,85,243
57,y2,12,46,49,119
57,y2,50,21,21,142
55,y2,20,24,10,74
46,y1,74,54,77,205
27,y1,55,96,34,55
35,y2,64,100,36,228
34,y2,5,35,90,45
33,y2,89,70,87,248
51,y2,76,42,88,282
50,y2,75,48,21,219
28,y1,86,66,44,86
44,y2,76,73,82,307
37,y1,97,29,99,126
58,y2,88,36,99,311
29,y1,83,28,76,83
26,y2,76,25,62,152
52,y2,84,71,11,250
52,y2,38,32,90,198
51,y1,99,45,42,186
33,y2,66,51,71,183
47,y1,78,42,61,181
35,y1,43,31,16,74
45,y2,31,1,78,141
53,y2,57,57,33,204
54,y1,57,41,13,111
39,y1,20,79,66,99
45,y2,1,24,19,45
44,y1,76,80,41,197
43,y1,7,47,7,61
46,y2,65,7,87,224
51,y1,77,99,41,217
44,y2,82,57,58,279
60,y2,73,44,51,241
23,y1,63,46,42,63
39,y1,61,39,28,100
49,y1,20,15,92,127
41,y2,14,67,43,138
31,y1,46,23,68,69
35,y1,21,40,75,61
28,y2,22,71,70,44
47,y1,72,9,40,121
28,y2,23,99,93,46
56,y1,67,25,50,142
56,y1,47,65,34,146
59,y1,73,79,12,164
53,y2,60,68,55,243
51,y1,71,23,53,147
31,y2,19,31,2,69
39,y1,82,20,36,102
41,y2,14,9,60,97
22,y1,82,81,2,82
54,y2,95,37,31,258
53,y1,53,66,60,179
35,y2,43,60,32,146
43,y1,7,72,41,120
47,y1,54,40,45,139
37,y2,79,18,94,176
26,y2,51,58,53,102
21,y2,98,60,65,196
57,y2,31,35,41,138
49,y2,5,81,48,139
29,y2,87,67,28,174
44,y1,21,89,42,152
28,y2,19,71,30,38
29,y1,1,22,44,1
32,y1,34,95,59,129
37,y1,2,48,38,50
24,y1,78,97,65,78
46,y1,84,1,22,107
24,y1,7,92,98,7
41,y1,44,90,28,162
59,y2,51,79,28,209
44,y2,11,75,45,142
31,y1,96,17,53,113
31,y2,12,69,95,93
45,y2,5,59,100,169
60,y1,27,98,4,129
27,y2,18,23,46,36
59,y2,71,58,31,231
36,y2,43,1,52,87
58,y1,91,20,48,159
34,y1,6,53,62,59
57,y1,84,31,82,197
47,y1,43,67,49,159
28,y1,55,69,17,55
24,y1,64,85,12,64
48,y2,85,25,29,224
59,y2,42,4,76,164
54,y1,72,57,28,157
42,y2,22,24,85,153
29,y2,60,17,31,120
46,y1,92,43,14,149
58,y1,60,50,40,150
56,y1,10,3,67,80
34,y2,60,84,74,204
44,y1,10,20,68,98
48,y2,6,79,40,131
53,y2,13,43,93,162
20,y2,76,11,8,152
59,y1,33,94,14,141
46,y2,31,28,77,167
44,y1,84,12,97,193
39,y2,8,66,23,82
42,y2,75,45,92,287
25,y2,49,97,35,98
30,y1,90,100,10,190
49,y1,18,68,35,121
35,y2,49,49,34,147
44,y1,59,11,56,126
42,y1,63,5,64,132
32,y2,89,59,26,237
50,y1,79,28,86,193
23,y2,33,87,16,66
28,y2,64,76,70,128
53,y1,23,27,100,150
33,y1,45,61,87,106
39,y1,59,42,34,101
37,y2,75,33,35,183
42,y2,96,51,44,287
33,y1,16,12,79,28
55,y1,92,94,66,252
44,y2,94,8,59,255
30,y2,1,16,13,18
33,y1,31,79,91,110
55,y1,93,42,75,210
34,y1,50,79,81,129
42,y1,50,95,76,221
25,y1,59,77,21,59
25,y1,10,91,43,10
50,y1,76,24,72,172
35,y1,73,25,43,98
60,y2,3,33,68,107
44,y2,12,70,55,149
20,y2,2,6,40,4
37,y2,48,73,95,169
27,y1,40,24,72,40
37,y1,20,34,96,54
56,y2,15,62,22,114
28,y1,36,45,64,36
26,y1,43,90,73,43
21,y1,7,2,94,7
33,y2,5,3,12,13
37,y1,45,41,32,86
56,y2,26,90,54,196
38,y2,82,86,10,250
58,y1,46,5,41,92
59,y2,15,35,69,134
48,y1,43,56,79,178
22,y1,61,24,94,61
26,y1,36,8,26,36
20,y1,84,76,71,84
