x,a,b,c,result
46,91,16,92,199
44,59,37,43,139
46,100,82,42,224
59,28,16,24,68
45,39,21,29,89
58,71,38,25,134
57,59,44,74,177
57,58,62,80,200
58,68,63,96,227
22,92,1,24,92
37,94,16,86,110
54,40,67,10,117
48,50,82,24,156
46,13,83,89,185
36,74,99,62,173
60,83,8,45,136
27,26,23,4,26
59,39,78,57,174
51,9,80,37,126
54,19,9,24,52
49,24,73,1,98
56,52,22,96,170
32,73,53,15,126
28,98,82,95,98
54,34,4,98,136
42,71,61,18,150
23,2,52,28,2
33,46,2,87,48
38,49,85,19,134
42,69,43,61,173
60,69,84,13,166
44,52,44,99,195
43,82,99,14,195
21,58,40,78,58
35,46,22,71,68
53,35,80,70,185
27,16,89,79,16
35,31,5,61,36
36,90,37,46,127
37,67,45,29,112
58,48,100,13,161
46,35,27,64,126
20,14,93,34,14
41,100,95,68,263
49,41,1,72,114
53,43,11,23,77
41,15,49,69,133
60,77,44,41,162
52,77,86,44,207
60,6,63,20,89
41,81,46,34,161
58,100,51,84,235
36,85,84,31,169
29,72,74,91,72
42,54,48,47,149
42,12,69,27,108
56,84,9,33,126
26,26,92,61,26
31,22,25,28,47
55,100,7,95,202
45,84,23,70,177
31,24,55,37,79
42,54,45,17,116
21,16,94,14,16
33,9,8,89,17
27,28,2,65,28
55,77,33,10,120
27,52,40,5,52
51,61,8,36,105
48,78,70,90,238
45,10,52,23,85
36,68,67,28,135
20,62,91,44,62
38,37,52,22,89
30,8,69,99,77
51,53,44,96,193
42,25,10,6,41
46,20,36,17,73
59,67,29,24,120
34,68,8,25,76
25,36,66,19,36
29,41,4,95,41
56,4,34,23,61
41,22,29,54,105
44,98,92,73,263
60,69,55,6,130
26,41,24,15,41
51,61,48,51,160
40,79,48,4,131
36,22,27,56,49
40,35,32,7,74
28,67,44,69,67
55,78,31,73,182
30,65,23,53,88
49,100,58,60,218
55,5,35,46,86
26,69,69,89,69
56,2,83,89,174
21,34,27,53,34
41,90,42,58,190
24,9,42,43,9
59,74,98,48,220
22,44,8,10,44
47,23,32,39,94
47,72,77,34,183
50,74,47,58,179
21,83,79,77,83
39,52,55,40,107
55,37,87,100,224
36,100,96,5,196
59,20,89,91,200
25,82,9,20,82
52,22,91,27,140
22,36,84,80,36
31,6,49,34,55
54,27,21,78,126
38,20,92,44,112
29,79,42,14,79
46,25,73,70,168
52,95,28,93,216
24,29,48,6,29
30,60,59,56,119
59,87,3,79,169
43,36,26,36,98
52,97,59,47,203
32,7,63,96,70
55,87,93,96,276
36,91,55,72,146
60,99,25,97,221
34,37,95,26,132
42,19,66,8,93
22,25,86,96,25
25,83,22,33,83
24,33,33,70,33
56,59,60,12,131
31,19,22,14,41
41,7,80,82,169
58,82,58,24,164
56,69,54,67,190
57,41,41,35,117
43,32,46,32,110
55,12,90,5,107
40,24,94,69,187
36,45,96,70,141
33,7,63,40,70
60,18,36,57,111
43,65,92,58,215
20,46,58,20,46
27,59,56,99,59
60,25,1,1,27
34,53,95,14,148
57,21,61,10,92
53,63,76,86,225
28,40,18,28,40
24,80,52,69,80
44,12,93,47,152
46,39,32,60,131
33,52,8,57,60
57,11,19,94,124
53,66,32,76,174
41,88,99,53,240
37,83,50,66,133
58,11,14,25,50
35,18,80,25,98
34,89,19,17,108
35,93,21,55,114
54,14,41,2,57
26,41,40,46,41
44,30,22,11,63
30,91,2,62,93
50,21,46,42,109
47,65,100,14,179
58,5,50,18,73
37,50,47,54,97
48,50,57,93,200
44,4,72,44,120
44,84,16,75,175
37,49,16,29,65
22,54,93,47,54
44,65,36,75,176
21,100,95,60,100
44,95,6,32,133
60,84,46,61,191
27,70,12,37,70
43,65,38,49,152
48,99,56,68,223
34,76,37,8,113
40,35,7,8,50
45,6,26,74,106
38,23,33,55,56
57,37,78,64,179
58,65,39,27,131
21,6,41,10,6
47,57,63,48,168
54,37,52,94,183
56,5,34,47,86
44,57,60,70,187
38,85,90,60,175
25,81,91,89,81
26,8,44,61,8
40,15,92,82,189
36,85,44,98,129
28,82,3,58,82
43,67,22,89,178
41,95,43,45,183
50,69,51,100,220
22,79,73,79,79
55,94,41,76,211
59,23,22,68,113
40,61,69,27,157
34,78,21,22,99
51,7,51,56,114
55,31,2,91,124
30,100,92,71,192
23,77,27,32,77
22,92,16,24,92
39,58,94,68,152
26,84,17,30,84
41,84,25,68,177
35,42,83,15,125
54,58,42,10,110
41,68,46,66,180
27,44,22,4,44
35,39,79,57,118
26,43,20,98,43
32,25,26,2,51
26,56,89,22,56
46,89,76,38,203
33,7,29,64,36
38,69,6,28,75
25,15,59,52,15
25,45,12,57,45
46,98,42,45,185
24,72,68,28,72
34,91,62,88,153
36,29,93,8,122
28,34,29,11,34
26,30,8,27,30
32,86,73,37,159
47,4,95,92,191
33,75,58,70,133
52,96,94,46,236
55,5,11,23,39
35,33,31,78,64
24,1,42,80,1
53,37,82,24,143
25,71,95,26,71
40,62,88,31,181
37,44,37,42,81
60,4,80,42,126
38,98,16,79,114
42,11,37,38,86
57,65,69,83,217
36,28,41,3,69
47,56,95,42,193
41,88,23,59,170
40,9,57,93,159
22,61,44,85,61
37,14,84,25,98
60,54,4,4,62
42,80,88,42,210
35,18,13,50,31
37,81,96,57,177
43,75,34,11,120
20,20,45,100,20
59,76,92,50,218
25,34,28,59,34
38,59,6,18,65
54,14,48,56,118
33,71,58,40,129
42,61,93,35,189
32,7,9,76,16
53,57,72,43,172
48,69,96,11,176
21,27,98,86,27
28,28,43,2,28
53,55,47,17,119
40,18,46,10,74
31,20,47,77,67
42,49,88,13,150
33,95,25,18,120
20,84,76,98,84
34,60,82,32,142
22,38,61,7,38
49,72,60,8,140
39,91,99,33,190
32,22,9,48,31
37,37,62,9,99
26,4,21,80,4
53,13,79,90,182
33,80,78,47,158
56,90,42,80,212
31,6,12,21,18
46,13,77,30,120
32,36,72,48,108
33,93,24,5,117
24,6,96,70,6
21,43,60,45,43
55,87,26,63,176
51,49,42,69,160
31,56,92,96,148
33,45,58,71,103
38,91,51,6,142
26,35,73,13,35
50,94,22,99,215
40,96,13,22,131
39,52,31,48,83
23,59,69,36,59
42,18,70,30,118
25,14,33,54,14
51,75,36,47,158
46,58,79,59,196
21,100,15,47,100
39,35,24,68,59
42,91,74,94,259
27,62,26,35,62
44,96,14,47,157
52,50,33,95,178
23,3,55,95,3
55,64,61,56,181
51,49,15,68,132
48,38,18,44,100
55,32,31,29,92
54,58,25,5,88
32,73,41,9,114
54,98,96,31,225
35,31,90,41,121
36,98,40,66,138
40,81,29,54,164
33,80,26,41,106
57,68,39,79,186
34,79,1,4,80
33,98,19,41,117
58,15,63,19,97
31,2,35,8,37
52,89,73,2,164
46,40,71,51,162
32,49,21,22,70
49,3,61,25,89
46,11,96,46,153
31,90,9,6,99
49,11,24,6,41
29,49,6,61,49
47,82,70,33,185
39,65,39,99,104
45,70,35,11,116
41,32,30,80,142
40,69,84,99,252
29,9,56,79,9
33,94,6,37,100
31,36,52,55,88
35,80,1,7,81
34,24,59,66,83
43,22,8,25,55
56,33,87,50,170
40,74,86,68,228
21,3,96,83,3
22,53,43,17,53
30,21,4,63,25
59,78,90,32,200
22,62,50,46,62
31,84,73,9,157
29,27,67,98,27
26,43,47,98,43
30,85,50,20,135
22,52,20,28,52
45,73,65,43,181
46,78,25,73,176
56,37,23,85,145
32,89,31,3,120
27,12,34,49,12
52,91,37,62,190
30,38,62,14,100
59,83,95,24,202
46,82,58,40,180
28,96,98,92,96
25,85,83,40,85
51,63,72,49,184
22,47,73,100,47
30,56,37,76,93
41,23,34,95,152
46,91,55,86,232
49,96,13,82,191
26,53,65,56,53
47,37,46,9,92
49,48,15,32,95
49,55,80,86,221
20,62,94,31,62
27,100,16,88,100
26,52,86,86,52
31,77,69,51,146
26,8,49,4,8
60,57,50,9,116
36,37,15,21,52
30,30,62,12,92
38,7,19,58,26
41,33,68,42,143
25,43,39,72,43
37,27,40,88,67
54,88,40,25,153
23,62,42,56,62
32,62,7,22,69
50,9,86,92,187
31,87,48,43,135
26,18,72,64,18
49,79,86,68,233
22,81,51,49,81
20,39,34,50,39
53,17,93,44,154
40,57,81,95,233
39,96,93,45,189
46,25,66,24,115
49,96,10,20,126
41,45,42,59,146
37,26,82,93,108
42,6,52,16,74
41,57,99,37,193
30,44,7,29,51
59,66,35,87,188
38,44,99,58,143
52,46,56,10,112
40,78,67,59,204
54,99,90,61,250
28,55,73,3,55
24,93,32,77,93
26,99,30,63,99
31,51,37,69,88
40,100,91,86,277
30,24,16,26,40
41,68,23,77,168
40,67,64,29,160
33,83,31,4,114
48,27,49,26,102
49,30,30,36,96
24,75,53,2,75
50,33,3,42,78
25,81,71,78,81
49,96,73,80,249
25,94,98,46,94
56,86,57,96,239
54,61,68,74,203
50,54,88,98,240
20,76,66,33,76
48,26,3,29,58
20,41,56,13,41
53,80,36,80,196
30,90,83,63,173
24,73,30,60,73
52,42,50,44,136
53,100,89,41,230
43,26,32,95,153
51,77,97,46,220
37,29,50,97,79
53,42,72,74,188
34,58,25,68,83
42,26,40,63,129
31,84,49,45,133
25,100,44,84,100
41,62,77,15,154
35,74,36,63,110
29,23,44,14,23
28,17,24,49,17
24,75,52,93,75
58,4,48,53,105
32,15,48,85,63
45,61,40,91,192
49,24,52,13,89
36,38,48,61,86
55,42,28,4,74
28,61,99,76,61
38,76,49,54,125
47,74,55,91,220
52,85,14,39,138
39,72,3,15,75
37,89,73,72,162
31,80,90,78,170
27,87,63,8,87
38,27,75,86,102
36,36,35,98,71
53,70,56,65,191
38,73,58,37,131
33,36,49,53,85
26,71,74,95,71
58,36,84,5,125
51,84,66,35,185
57,34,81,96,211
60,83,60,50,193
26,71,98,91,71
37,83,36,41,119
53,71,61,51,183
42,70,18,59,147
45,83,84,53,220
47,60,11,41,112
25,18,42,16,18
38,90,91,32,181
49,40,94,46,180
29,81,40,33,81
38,65,38,14,103
54,9,77,77,163
38,55,86,14,141
34,59,39,99,98
47,19,68,88,175
23,40,7,100,40
52,92,85,99,276
54,95,22,89,206
57,20,10,6,36
58,38,92,43,173
44,14,9,11,34
59,75,53,22,150
42,36,15,70,121
58,57,41,7,105
31,80,92,80,172
54,98,60,90,248
38,66,15,20,81
38,93,56,26,149
29,93,22,12,93
30,85,21,81,106
52,91,37,16,144
57,78,91,66,235
57,19,64,48,131
45,76,16,70,162
51,66,70,71,207
40,61,29,68,158
49,6,96,31,133
30,7,23,47,30
43,20,81,78,179
21,35,65,63,35
31,17,56,99,73
46,85,63,29,177
48,42,1,90,133
44,59,47,15,121
31,54,91,39,145
41,33,66,2,101
37,18,22,12,40
45,16,88,69,173
53,10,16,48,74
56,54,16,33,103
32,11,5,94,16
54,61,1,23,85
23,87,77,2,87
31,57,23,5,80
35,52,25,73,77
54,47,3,59,109
45,36,21,82,139
46,97,29,60,186
35,100,78,23,178
26,96,76,23,96
28,64,4,76,64
49,72,5,82,159
27,63,57,39,63
35,94,25,40,119
59,15,74,24,113
21,27,7,93,27
21,63,94,95,63
45,67,65,3,135
45,6,78,10,94
28,52,31,23,52
39,69,63,11,132
48,36,46,77,159
23,83,54,12,83
59,58,19,64,141
46,66,70,29,165
30,4,29,26,33
32,31,73,56,104
57,80,21,86,187
30,56,4,34,60
26,34,29,50,34
51,75,40,75,190
47,1,60,59,120
46,17,75,48,140
27,23,13,91,23
22,88,2,90,88
28,11,65,69,11
42,85,26,52,163
47,42,37,45,124
50,20,61,4,85
47,44,53,62,159
41,6,67,11,84
40,53,15,15,83
40,16,81,82,179
24,57,4,43,57
40,95,64,56,215
30,99,35,72,134
42,88,39,100,227
58,11,39,89,139
60,77,50,46,173
20,78,24,44,78
47,12,59,60,131
35,68,62,11,130
48,65,79,8,152
31,45,1,37,46
50,89,59,62,210
32,10,97,1,107
47,66,52,7,125
24,81,27,12,81
30,35,13,96,48
43,97,18,84,199
41,23,35,5,63
53,15,75,24,114
58,89,60,42,191
21,71,96,42,71
46,20,87,79,186
52,67,40,60,167
30,59,93,17,152
42,66,37,97,200
51,98,48,34,180
47,23,69,8,100
39,61,79,22,140
56,80,66,40,186
26,90,92,13,90
34,47,99,99,146
56,34,56,72,162
27,56,13,2,56
24,10,65,48,10
52,12,35,80,127
51,55,46,94,195
50,88,52,84,224
59,37,59,6,102
58,2,10,100,112
59,3,68,50,121
32,85,65,16,150
31,65,58,71,123
56,23,94,62,179
34,11,32,51,43
30,57,94,33,151
51,55,26,33,114
31,11,76,13,87
49,95,39,4,138
44,7,6,47,60
35,91,41,37,132
28,26,3,37,26
45,43,44,39,126
23,39,70,3,39
44,69,49,1,119
60,32,85,46,163
30,98,85,46,183
22,79,87,17,79
59,90,6,37,133
52,55,61,12,128
39,31,23,95,54
23,95,63,78,95
53,6,50,54,110
55,24,49,9,82
22,74,1,48,74
26,12,28,19,12
41,36,27,1,64
39,44,28,51,72
36,38,91,61,129
28,63,22,63,63
21,49,88,47,49
32,58,57,92,115
33,29,98,34,127
21,34,72,88,34
38,42,75,46,117
53,11,75,66,152
49,63,31,18,112
39,61,48,80,109
52,75,46,26,147
36,53,38,87,91
43,82,88,47,217
56,3,73,50,126
44,86,53,30,169
41,90,87,97,274
32,75,77,7,152
51,56,56,44,156
27,23,70,66,23
49,72,34,15,121
28,89,75,2,89
41,52,7,74,133
27,15,53,89,15
43,77,66,99,242
52,43,13,69,125
27,99,50,65,99
48,3,92,25,120
48,15,93,81,189
36,37,93,23,130
36,76,94,89,170
30,6,65,40,71
21,12,57,48,12
47,64,3,88,155
32,11,33,14,44
38,52,78,38,130
27,49,77,85,49
37,15,92,26,107
26,17,66,69,17
38,97,40,66,137
36,40,37,56,77
59,31,88,60,179
35,45,42,8,87
48,24,56,4,84
22,19,28,59,19
25,100,50,8,100
57,22,74,5,101
31,98,99,93,197
24,22,53,66,22
33,99,90,43,189
26,67,66,25,67
29,77,72,86,77
42,11,59,26,96
21,16,55,93,16
40,50,6,21,77
32,37,34,44,71
55,86,7,43,136
25,55,40,39,55
40,8,36,76,120
28,43,82,60,43
48,25,94,66,185
49,49,89,31,169
46,48,28,8,84
58,7,68,54,129
60,63,96,37,196
54,89,37,6,132
24,45,18,10,45
27,46,43,66,46
51,53,23,72,148
22,50,68,65,50
33,32,79,39,111
22,9,30,65,9
25,64,97,80,64
29,92,50,54,92
35,89,85,94,174
58,39,18,66,123
30,39,21,20,60
36,67,96,42,163
41,23,99,4,126
56,53,9,25,87
22,65,95,23,65
47,14,53,89,156
49,57,56,54,167
49,76,48,25,149
55,21,73,26,120
58,27,18,94,139
54,6,17,29,52
55,33,43,63,139
48,71,34,54,159
35,40,25,16,65
36,7,31,26,38
33,59,72,90,131
26,87,48,59,87
59,90,83,25,198
31,88,41,1,129
33,20,79,20,99
29,32,54,43,32
31,44,47,63,91
49,4,17,13,34
34,41,67,22,108
53,18,24,44,86
25,63,33,71,63
49,79,17,6,102
44,53,33,67,153
25,85,31,64,85
57,41,1,15,57
31,26,67,84,93
35,2,24,75,26
32,78,25,16,103
40,52,94,17,163
25,31,62,43,31
53,11,46,76,133
58,11,62,85,158
39,62,51,77,113
51,31,37,5,73
21,72,72,62,72
40,25,68,82,175
23,98,89,38,98
44,59,8,57,124
60,84,72,48,204
34,50,5,19,55
42,53,20,20,93
46,30,81,71,182
39,26,47,45,73
33,55,3,28,58
27,98,91,53,98
48,12,92,90,194
40,4,65,54,123
41,41,88,7,136
27,28,60,90,28
29,34,96,22,34
32,27,1,66,28
29,88,22,4,88
26,69,39,99,69
28,55,71,32,55
55,76,74,20,170
31,88,49,99,137
38,28,43,92,71
38,78,11,8,89
54,29,38,39,106
41,56,53,47,156
44,20,93,98,211
38,51,95,97,146
55,23,100,5,128
40,38,4,30,72
60,8,100,80,188
36,11,39,83,50
43,19,66,87,172
45,18,90,18,126
54,58,21,22,101
36,20,91,21,111
56,58,84,94,236
25,27,36,30,27
20,5,51,13,5
49,77,62,95,234
47,82,29,41,152
56,42,16,36,94
45,11,77,59,147
31,85,63,49,148
21,80,7,34,80
20,28,55,86,28
24,61,23,9,61
51,53,71,44,168
45,22,28,43,93
49,50,6,12,68
31,43,41,23,84
31,38,12,56,50
41,80,43,38,161
24,72,13,8,72
40,54,2,74,130
58,69,45,9,123
56,44,1,27,72
54,49,36,15,100
49,79,18,97,194
43,79,6,93,178
20,61,13,10,61
23,78,63,89,78
55,95,95,2,192
50,61,23,57,141
26,57,97,7,57
53,10,66,96,172
53,23,1,57,81
35,50,19,7,69
54,28,90,99,217
35,33,9,15,42
57,22,1,84,107
49,3,72,59,134
30,58,53,55,111
46,78,40,35,153
33,27,79,80,106
34,16,34,85,50
55,77,59,4,140
41,22,44,44,110
23,63,44,45,63
46,69,4,89,162
21,34,53,90,34
46,90,29,6,125
24,75,20,63,75
20,83,81,2,83
48,29,3,80,112
43,48,34,54,136
58,92,42,37,171
52,22,65,77,164
38,5,52,13,57
32,43,24,17,67
29,19,32,61,19
20,3,59,98,3
51,48,67,84,199
45,48,64,77,189
30,35,62,73,97
32,88,14,44,102
51,28,46,39,113
41,1,17,66,84
32,49,88,19,137
31,12,25,46,37
47,51,6,44,101
27,16,66,93,16
52,59,23,67,149
37,5,64,56,69
54,82,48,71,201
35,62,24,54,86
39,22,13,21,35
59,52,96,72,220
29,18,42,36,18
26,75,95,45,75
38,79,16,38,95
55,13,42,21,76
24,48,35,77,48
53,94,2,97,193
27,22,94,28,22
52,23,65,90,178
23,27,93,69,27
54,79,58,59,196
51,92,2,84,178
43,20,87,53,160
22,59,58,49,59
21,78,87,7,78
31,22,15,46,37
49,93,46,97,236
42,51,80,5,136
24,46,33,10,46
52,96,20,79,195
49,1,66,60,127
42,24,38,95,157
33,46,87,100,133
26,19,49,58,19
51,78,27,10,115
45,26,45,44,115
24,15,87,90,15
37,84,9,5,93
51,65,76,10,151
46,87,38,96,221
53,6,1,19,26
53,48,51,88,187
53,74,26,99,199
43,79,73,41,193
22,89,18,47,89
58,21,14,16,51
52,85,66,30,181
51,3,58,54,115
29,15,37,69,15
58,59,58,99,216
56,54,53,39,146
34,27,5,77,32
34,68,15,39,83
58,69,68,66,203
41,9,83,66,158
45,18,84,46,148
45,68,55,71,194
57,80,41,61,182
54,88,73,4,165
42,26,55,80,161
31,88,79,10,167
33,31,72,50,103
28,85,75,70,85
46,14,80,60,154
28,62,16,27,62
60,59,73,75,207
24,5,39,44,5
43,95,29,71,195
31,36,94,79,130
29,85,86,96,85
45,31,63,42,136
41,45,98,23,166
49,64,60,75,199
47,10,97,61,168
30,94,98,26,192
21,11,70,99,11
44,25,71,44,140
55,35,41,35,111
48,21,94,10,125
41,53,47,95,195
52,69,90,28,187
34,38,16,97,54
24,9,56,79,9
42,46,81,49,176
23,99,75,61,99
20,65,57,67,65
57,50,5,30,85
20,46,32,55,46
52,44,78,13,135
56,8,69,69,146
27,2,39,11,2
30,8,34,37,42
49,88,20,41,149
59,23,54,15,92
40,1,21,83,105
54,80,93,39,212
34,6,59,78,65
46,91,20,90,201
38,29,45,27,74
24,92,92,62,92
35,48,13,24,61
23,24,45,30,24
49,98,81,2,181
23,43,25,59,43
41,21,68,2,91
28,68,80,76,68
59,62,1,88,151
27,45,85,75,45
51,13,31,72,116
42,79,76,4,159
23,36,2,73,36
33,14,1,99,15
57,75,53,65,193
52,58,13,96,167
30,32,65,23,97
23,54,37,80,54
56,34,49,88,171
43,61,20,6,87
58,8,86,60,154
38,52,12,60,64
58,52,76,53,181
28,59,14,29,59
21,47,19,88,47
50,66,85,37,188
27,6,22,43,6
22,23,97,41,23
42,31,26,56,113
49,54,37,70,161
52,24,19,94,137
44,48,76,80,204
30,47,52,3,99
25,87,30,21,87
33,90,70,52,160
42,36,92,68,196
29,20,100,14,20
54,55,83,55,193
59,33,64,50,147
20,65,22,90,65
55,32,39,36,107
47,42,78,100,220
45,62,39,43,144
56,82,12,5,99
39,47,20,98,67
25,54,42,91,54
52,42,22,39,103
43,61,55,64,180
49,17,1,49,67
47,5,84,21,110
54,63,63,69,195
49,36,58,23,117
48,90,36,85,211
37,4,27,94,31
36,91,71,7,162
24,94,71,80,94
47,60,78,68,206
27,98,9,41,98
29,4,69,41,4
60,17,37,55,109
25,95,6,15,95
59,50,83,23,156
28,92,15,3,92
51,56,22,35,113
39,6,92,3,98
46,46,11,22,79
21,81,78,97,81
47,77,29,92,198
44,57,14,71,142
48,32,36,2,70
41,71,73,42,186
30,18,13,45,31
22,30,77,12,30
57,75,28,81,184
42,11,95,89,195
31,42,84,68,126
29,83,8,80,83
35,95,53,78,148
49,89,43,83,215
42,86,65,5,156
28,35,6,64,35
52,90,7,100,197
32,37,82,31,119
20,86,80,28,86
24,73,80,9,73
53,25,32,60,117
42,73,62,90,225
43,71,36,54,161
37,35,97,97,132
60,36,71,22,129
29,66,64,83,66
47,62,13,62,137
60,56,30,42,128
40,54,94,99,247
26,41,72,48,41
40,79,37,48,164
52,88,54,53,195
34,100,14,72,114
50,22,26,33,81
36,33,21,79,54
37,23,26,94,49
28,66,99,24,66
58,22,85,74,181
34,46,64,47,110
24,74,26,61,74
20,42,54,71,42
43,24,17,68,109
39,100,35,9,135
53,42,7,44,93
48,37,51,52,140
37,47,96,80,143
47,5,65,52,122
43,32,85,45,162
32,88,26,15,114
24,46,88,11,46
44,67,34,99,200
42,93,75,52,220
52,2,82,88,172
35,99,28,79,127
33,99,14,81,113
47,7,55,44,106
43,9,4,65,78
26,59,22,94,59
35,46,39,76,85
48,49,45,1,95
49,18,39,69,126
23,90,16,98,90
34,23,87,13,110
60,6,86,20,112
55,76,93,96,265
37,34,25,80,59
30,93,19,40,112
24,95,20,35,95
43,72,67,75,214
51,80,38,81,199
56,100,81,42,223
60,49,93,96,238
27,20,6,3,20
27,18,47,51,18
27,73,84,64,73
49,73,52,72,197
39,44,73,14,117
31,85,69,5,154
29,37,81,31,37
56,63,14,39,116
60,37,71,28,136
49,92,37,14,143
38,3,91,88,94
26,71,9,82,71
31,100,72,52,172
39,30,8,95,38
60,59,87,11,157
23,68,77,3,68
38,96,9,36,105
26,21,56,60,21
49,11,41,4,56
43,15,82,38,135
35,49,1,63,50
25,12,63,88,12
36,57,36,89,93
48,58,6,43,107
37,14,14,55,28
28,84,30,31,84
37,48,24,60,72
57,29,10,79,118
22,22,14,86,22
51,13,27,44,84
33,25,73,18,98
52,73,1,3,77
30,68,50,26,118
52,89,31,44,164
39,61,97,76,158
32,50,91,1,141
45,96,85,35,216
20,92,67,9,92
60,78,33,55,166
59,40,37,64,141
26,98,40,75,98
52,39,86,86,211
48,17,60,47,124
55,20,96,52,168
31,28,92,56,120
42,25,23,98,146
27,47,20,82,47
29,26,64,50,26
41,38,43,74,155
21,31,51,35,31
21,77,6,85,77
52,23,52,73,148
44,29,81,27,137
35,32,3,3,35
23,90,66,41,90
49,46,57,12,115
23,97,72,65,97
51,65,82,15,162
54,66,25,69,160
47,15,47,43,105
51,30,59,70,159
35,42,88,43,130
27,93,35,83,93
44,88,97,94,279
51,76,49,73,198
24,30,94,11,30
60,1,42,11,54
55,32,30,28,90
59,15,65,27,107
35,22,11,48,33
30,65,9,82,74
41,73,18,74,165
42,54,30,93,177
45,67,92,61,220
60,79,5,78,162
25,21,75,18,21
60,14,18,37,69
41,7,35,44,86
26,28,13,29,28
52,54,43,23,120
55,13,35,44,92
28,96,8,52,96
25,26,47,54,26
45,64,28,7,99
55,81,76,28,185
54,44,49,10,103
54,49,67,7,123
60,40,81,64,185
60,59,49,15,123
60,19,66,47,132
22,80,32,23,80
25,20,28,62,20
55,35,7,2,44
41,69,95,92,256
44,54,3,70,127
38,70,40,57,110
47,99,74,8,181
22,57,93,97,57
56,82,40,57,179
32,90,41,51,131
36,9,15,46,24
27,78,85,19,78
37,80,94,50,174
58,62,2,62,126
54,36,36,73,145
57,21,58,2,81
38,59,9,13,68
37,68,44,82,112
60,80,66,79,225
41,82,75,49,206
26,3,75,85,3
42,72,67,52,191
41,23,40,11,74
31,14,61,59,75
23,93,53,33,93
24,46,41,44,46
60,55,79,57,191
60,34,46,12,92
20,17,79,77,17
35,76,26,29,102
60,97,70,95,262
20,45,13,85,45
52,74,62,77,213
58,97,77,66,240
39,45,59,87,104
49,57,17,72,146
43,90,35,41,166
37,97,78,22,175
46,62,69,43,174
22,59,47,49,59
58,61,20,56,137
46,24,28,84,136
47,93,56,26,175
45,94,45,69,208
46,93,1,28,122
41,38,97,78,213
38,68,100,59,168
55,88,66,35,189
29,43,15,85,43
56,1,95,98,194
45,50,50,46,146
22,77,35,85,77
55,99,27,11,137
43,15,51,99,165
35,81,11,97,92
59,11,92,36,139
59,19,16,62,97
41,38,65,88,191
25,71,87,89,71
53,54,20,88,162
49,85,38,45,168
48,6,39,12,57
40,64,71,17,152
41,71,16,67,154
35,10,90,8,100
41,69,21,1,91
24,57,15,14,57
32,20,72,89,92
21,45,45,27,45
44,71,92,21,184
53,3,20,49,72
53,74,20,99,193
21,40,65,68,40
20,4,34,88,4
33,5,10,31,15
51,76,41,58,175
57,94,24,95,213
25,50,81,33,50
32,6,54,72,60
35,65,12,57,77
31,91,57,49,148
26,33,17,71,33
48,53,25,20,98
32,60,44,42,104
37,42,39,22,81
29,83,79,93,83
59,45,61,63,169
24,43,5,16,43
52,50,68,85,203
60,56,67,51,174
48,9,86,40,135
25,2,97,55,2
25,97,82,99,97
56,84,25,97,206
44,46,56,34,136
56,92,98,31,221
55,98,62,33,193
43,83,99,74,256
39,86,7,40,93
46,84,31,5,120
30,52,16,88,68
31,62,41,95,103
27,55,4,20,55
49,81,67,46,194
51,26,54,50,130
45,100,52,61,213
21,75,34,37,75
47,90,14,22,126
38,63,58,49,121
24,92,66,8,92
44,55,22,33,110
31,50,76,59,126
24,20,32,85,20
35,28,48,29,76
41,71,88,65,224
29,82,4,30,82
30,71,17,36,88
26,4,14,3,4
56,84,38,66,188
57,20,96,92,208
50,57,8,41,106
57,29,51,77,157
22,65,55,62,65
34,14,36,19,50
40,28,9,10,47
34,36,97,74,133
56,61,51,84,196
35,28,33,24,61
27,85,25,29,85
36,25,19,92,44
24,14,38,14,14
57,75,10,9,94
54,73,6,86,165
46,15,53,92,160
34,94,21,86,115
52,90,70,71,231
31,49,81,61,130
41,73,76,18,167
41,56,18,25,99
54,36,99,68,203
50,52,11,78,141
32,64,7,40,71
20,49,37,10,49
28,98,30,51,98
57,8,22,13,43
49,62,19,68,149
24,98,35,33,98
45,97,2,80,179
21,49,34,87,49
23,74,6,21,74
43,73,46,71,190
24,22,51,89,22
22,71,95,93,71
45,94,23,31,148
56,91,14,47,152
35,20,87,46,107
20,51,30,49,51
49,5,34,97,136
40,16,16,78,110
26,42,72,39,42
54,47,11,77,135
37,29,3,55,32
56,83,59,38,180
51,85,79,68,232
56,40,100,66,206
44,80,31,15,126
30,87,63,59,150
55,6,99,14,119
54,44,52,56,152
47,52,30,95,177
47,53,96,41,190
41,57,45,33,135
36,99,87,69,186
22,32,69,10,32
29,62,93,75,62
39,15,83,28,98
22,37,77,51,37
49,30,86,32,148
20,42,21,26,42
60,6,92,35,133
56,4,99,62,165
40,56,93,39,188
40,63,69,73,205
45,12,28,98,138
34,60,93,30,153
39,4,29,39,33
35,95,95,13,190
21,70,43,7,70
58,61,15,90,166
26,64,15,91,64
31,15,43,86,58
42,56,70,27,153
48,62,12,99,173
58,81,22,74,177
41,37,12,77,126
41,63,75,34,172
26,36,54,16,36
30,53,49,9,102
40,75,35,80,190
27,96,1,2,96
31,5,49,48,54
31,3,39,23,42
30,37,54,53,91
27,45,41,36,45
51,64,15,51,130
43,81,42,58,181
46,52,100,44,196
55,29,7,46,82
57,99,80,79,258
54,9,13,5,27
44,89,17,76,182
52,53,88,16,157
24,65,57,90,65
40,91,87,2,180
58,79,52,41,172
47,89,56,41,186
